timestamp,temperature,visibility,wind_speed,wind_gust,precipitation,snow_depth
2013-10-10 00:00:00 UTC,59.150000000000006,10.0,12.649999999999999,23.05,0.0,
2013-09-26 00:00:00 UTC,63.099999999999994,10.0,6.2,19.0,0.0,
2013-11-16 00:00:00 UTC,50.65,9.8,5.75,,0.035,
2013-01-02 00:00:00 UTC,28.75,10.0,13.1,28.1,0.0,
2013-03-17 00:00:00 UTC,34.05,9.6499999999999986,10.100000000000001,20.5,0.05,
2013-06-25 00:00:00 UTC,81.4,10.0,7.9,21.95,0.0,
2016-09-16 00:00:00 UTC,67.2,10.0,6.5,17.45,0.0,
2016-09-21 00:00:00 UTC,75.449999999999989,9.0,3.95,,0.0,
2016-10-20 00:00:00 UTC,67.55,9.95,9.3500000000000014,21.0,0.0,
2016-03-08 00:00:00 UTC,52.4,9.8,6.15,15.9,0.0,
2016-03-17 00:00:00 UTC,51.7,10.0,7.8,37.0,0.015,
2016-04-22 00:00:00 UTC,65.35,9.95,6.9499999999999993,15.9,0.0,
2016-08-04 00:00:00 UTC,74.0,10.0,5.6,16.05,0.0,
2016-06-29 00:00:00 UTC,76.6,7.5500000000000007,6.45,20.05,0.10500000000000001,
2016-12-21 00:00:00 UTC,35.599999999999994,10.0,7.8,20.0,0.0,
2016-03-26 00:00:00 UTC,47.15,10.0,11.05,21.0,0.035,
2016-06-21 00:00:00 UTC,79.449999999999989,10.0,10.1,23.0,0.0,
2016-05-12 00:00:00 UTC,64.3,10.0,5.5500000000000007,,0.0,
2016-09-08 00:00:00 UTC,77.8,10.0,5.95,15.0,0.005,
2016-03-03 00:00:00 UTC,31.6,10.0,12.45,30.0,0.0,
2016-05-05 00:00:00 UTC,51.25,9.9,12.35,23.05,0.045,
2016-01-11 00:00:00 UTC,37.7,10.0,17.6,31.95,0.64,
2016-06-03 00:00:00 UTC,65.55,9.35,5.6999999999999993,,0.0,
2016-09-22 00:00:00 UTC,74.8,10.0,5.55,21.0,0.0,
2016-11-23 00:00:00 UTC,40.6,10.0,12.3,28.95,0.0,
2016-05-22 00:00:00 UTC,60.0,9.8500000000000014,6.85,,0.16999999999999998,
2016-04-24 00:00:00 UTC,56.15,10.0,10.55,21.0,0.005,
2016-08-27 00:00:00 UTC,81.85,10.0,8.6,19.0,0.0,
2016-07-27 00:00:00 UTC,83.25,10.0,7.0,,0.0,
2016-04-29 00:00:00 UTC,51.5,10.0,8.25,20.0,0.0,
2016-11-27 00:00:00 UTC,45.65,10.0,12.3,20.5,0.0,
2016-12-14 00:00:00 UTC,41.5,10.0,9.4,22.0,0.0,
2016-09-26 00:00:00 UTC,63.9,9.95,7.2,19.4,0.0,
2016-06-04 00:00:00 UTC,70.8,9.65,5.85,,0.015,
2016-12-17 00:00:00 UTC,30.95,6.5,6.85,,0.195,1.2
2016-08-14 00:00:00 UTC,89.050000000000011,10.0,8.8,26.5,0.0,
2016-02-01 00:00:00 UTC,49.3,10.0,7.7,17.1,0.0,1.2
2016-05-29 00:00:00 UTC,75.2,9.45,8.6,21.0,0.0,
2016-05-17 00:00:00 UTC,60.65,10.0,10.05,19.0,0.0,
2016-09-06 00:00:00 UTC,77.0,9.95,17.45,31.5,0.0,
2016-04-19 00:00:00 UTC,64.15,10.0,9.6499999999999986,25.45,0.0,
2016-06-26 00:00:00 UTC,74.5,10.0,7.65,,0.0,
2016-06-01 00:00:00 UTC,74.5,9.95,6.95,18.5,0.0,
2016-08-03 00:00:00 UTC,73.2,10.0,7.1,17.1,0.0,
2016-09-28 00:00:00 UTC,66.3,9.25,9.95,23.0,0.0,
2016-05-10 00:00:00 UTC,58.25,10.0,8.3999999999999986,,0.0,
2016-02-13 00:00:00 UTC,21.85,9.95,17.35,38.55,0.0,
2016-07-21 00:00:00 UTC,78.9,10.0,9.2,24.95,0.0,
2016-09-19 00:00:00 UTC,73.9,8.9,6.85,19.0,0.16499999999999998,
2010-01-14 00:00:00 UTC,33.849999999999994,10.0,4.75,,0.0,
2010-01-16 00:00:00 UTC,42.650000000000006,10.0,9.65,19.5,0.0,
2010-02-10 00:00:00 UTC,32.6,2.65,12.85,33.5,0.14500000000000002,8.5
2010-06-04 00:00:00 UTC,80.449999999999989,10.0,7.1,20.0,0.0,
2010-07-22 00:00:00 UTC,82.4,10.0,11.65,27.0,0.0,
2010-07-23 00:00:00 UTC,80.75,9.1000000000000014,6.5,22.0,0.0,
2010-09-16 00:00:00 UTC,65.05,9.8,8.05,30.95,0.0,
2010-07-15 00:00:00 UTC,77.7,9.85,8.3,17.1,0.43,
2010-08-17 00:00:00 UTC,81.1,9.7,5.5,17.1,0.06,
2010-09-05 00:00:00 UTC,69.699999999999989,10.0,12.85,27.45,0.0,
2010-10-25 00:00:00 UTC,61.55,9.65,6.4499999999999993,22.9,0.0,
2010-11-06 00:00:00 UTC,47.4,10.0,8.9,21.5,0.040000000000000008,
2010-12-28 00:00:00 UTC,30.4,10.0,16.450000000000003,42.05,0.255,12.6
2010-03-01 00:00:00 UTC,40.95,10.0,16.4,30.0,0.0,1.6
2010-06-28 00:00:00 UTC,86.15,9.3,10.35,27.05,0.0,
2010-09-29 00:00:00 UTC,71.55,9.8500000000000014,6.85,22.0,0.05,
2010-10-04 00:00:00 UTC,56.0,7.65,12.95,24.5,0.08,
2010-07-21 00:00:00 UTC,83.949999999999989,9.75,8.1,22.05,0.0,
2010-10-10 00:00:00 UTC,59.3,10.0,6.7,,0.0,
2010-10-16 00:00:00 UTC,55.4,10.0,18.75,33.0,0.01,
2010-10-19 00:00:00 UTC,54.2,10.0,5.1999999999999993,,0.055,
2010-11-15 00:00:00 UTC,52.45,9.7,5.7,15.9,0.0,
2010-06-18 00:00:00 UTC,73.2,10.0,7.0,18.55,0.0,
2010-01-28 00:00:00 UTC,35.3,8.8,9.85,34.95,0.0,
2010-03-13 00:00:00 UTC,43.4,5.3000000000000007,24.45,52.95,0.885,
2010-07-13 00:00:00 UTC,79.1,8.55,8.35,23.5,0.0,
2010-10-18 00:00:00 UTC,57.5,10.0,9.55,22.55,0.0,
2010-11-23 00:00:00 UTC,56.2,9.6499999999999986,7.9499999999999993,22.0,0.0,
2010-11-27 00:00:00 UTC,40.55,10.0,15.0,30.5,0.11,
2010-01-08 00:00:00 UTC,31.7,8.2,9.0,28.45,0.0,
2010-08-16 00:00:00 UTC,76.550000000000011,9.55,8.15,22.0,0.125,
2010-12-14 00:00:00 UTC,23.700000000000003,8.25,17.200000000000003,31.6,0.015,1.2
2010-09-12 00:00:00 UTC,65.25,8.7,7.9,19.55,0.0,
2010-08-12 00:00:00 UTC,75.25,9.8,6.9499999999999993,20.0,0.0,
2016-04-15 00:00:00 UTC,49.55,10.0,5.5,15.0,0.0,
2016-05-31 00:00:00 UTC,73.4,9.2,7.2,17.95,0.005,
2016-11-26 00:00:00 UTC,49.8,9.3500000000000014,7.95,21.5,0.005,
2016-08-23 00:00:00 UTC,72.9,10.0,6.8000000000000007,18.95,0.0,
2016-11-10 00:00:00 UTC,50.6,9.95,11.100000000000001,24.95,0.015,
2015-04-10 00:00:00 UTC,43.5,4.35,6.9,19.05,0.215,
2015-05-11 00:00:00 UTC,71.0,8.5,9.25,24.95,0.0,
2015-05-21 00:00:00 UTC,56.7,10.0,6.9,18.1,0.0,
2015-05-27 00:00:00 UTC,69.9,9.95,11.350000000000001,30.05,0.0,
2015-06-13 00:00:00 UTC,80.0,10.0,10.399999999999999,23.55,0.0,
2015-07-09 00:00:00 UTC,74.3,9.75,5.95,,0.31000000000000005,
2015-09-27 00:00:00 UTC,62.55,10.0,7.9499999999999993,,0.0,
2015-12-28 00:00:00 UTC,45.15,9.9,12.25,20.5,0.015,
2015-02-28 00:00:00 UTC,22.65,10.0,7.5,19.05,0.0,2.15
2015-04-30 00:00:00 UTC,53.65,10.0,12.149999999999999,24.1,0.0,
2015-05-15 00:00:00 UTC,61.900000000000006,10.0,8.5,24.0,0.0,
2015-09-30 00:00:00 UTC,73.300000000000011,8.2,11.55,28.95,0.97500000000000009,
2015-10-21 00:00:00 UTC,63.35,10.0,6.15,,0.0,
2015-08-05 00:00:00 UTC,81.3,10.0,7.25,22.55,0.0,
2016-02-07 00:00:00 UTC,38.5,10.0,5.6,,0.0,1.2
2016-12-07 00:00:00 UTC,43.6,8.05,8.45,,0.425,
2016-09-03 00:00:00 UTC,73.55,9.95,10.0,21.0,0.0,
2016-02-04 00:00:00 UTC,53.4,8.35,9.45,32.45,0.565,
2016-04-01 00:00:00 UTC,59.2,7.8000000000000007,12.45,25.45,0.005,
2011-06-14 00:00:00 UTC,64.7,9.95,8.0,19.0,0.02,
2011-02-21 00:00:00 UTC,32.8,7.55,8.8500000000000014,20.95,0.2,2.55
2011-04-28 00:00:00 UTC,59.7,2.3,15.7,33.5,0.0,
2011-10-07 00:00:00 UTC,58.45,10.0,5.4,17.1,0.0,
2011-01-01 00:00:00 UTC,41.0,7.2,5.35,,0.0,4.1
2011-01-23 00:00:00 UTC,21.35,10.0,10.350000000000001,27.95,0.0,3.1
2011-03-21 00:00:00 UTC,40.65,6.5,9.6000000000000014,24.95,0.039999999999999994,
2011-05-09 00:00:00 UTC,61.400000000000006,10.0,9.15,25.55,0.0,
2011-06-06 00:00:00 UTC,68.699999999999989,10.0,4.5,,0.0,
2011-09-13 00:00:00 UTC,74.25,9.3,7.25,21.45,0.0,
2011-11-25 00:00:00 UTC,51.4,10.0,8.5,15.0,0.0,
2011-10-06 00:00:00 UTC,59.0,10.0,7.8,20.5,0.0,
2011-02-14 00:00:00 UTC,46.45,10.0,14.149999999999999,37.95,0.0,
2011-02-24 00:00:00 UTC,33.85,10.0,5.3,22.9,0.0,1.6
2011-04-09 00:00:00 UTC,45.0,9.0,5.95,,0.0,
2011-04-14 00:00:00 UTC,54.8,8.55,7.5,17.1,0.23,
2011-05-16 00:00:00 UTC,59.150000000000006,3.45,9.8,26.0,0.075,
2011-07-17 00:00:00 UTC,80.1,10.0,10.149999999999999,21.95,0.0,
2011-09-22 00:00:00 UTC,70.75,6.8,5.4,,0.019999999999999997,
2011-10-23 00:00:00 UTC,54.4,10.0,4.35,,0.0,
2011-06-20 00:00:00 UTC,71.3,10.0,6.1,19.0,0.0,
2011-01-15 00:00:00 UTC,28.9,10.0,8.95,18.1,0.0,3.95
2011-05-13 00:00:00 UTC,57.1,10.0,5.45,,0.0,
2011-10-13 00:00:00 UTC,62.2,7.55,10.65,21.5,0.1,
2011-11-06 00:00:00 UTC,45.349999999999994,10.0,4.25,,0.0,
2011-12-12 00:00:00 UTC,37.349999999999994,10.0,4.7,,0.0,
2011-12-20 00:00:00 UTC,45.7,10.0,9.3,25.1,0.0,
2011-07-04 00:00:00 UTC,76.0,5.55,4.65,18.1,0.275,
2014-02-08 00:00:00 UTC,26.75,10.0,8.35,21.0,0.0,5.5
2014-02-22 00:00:00 UTC,43.75,9.8,9.8500000000000014,24.95,0.12,1.2
2014-03-02 00:00:00 UTC,36.35,10.0,6.15,,0.0,
2014-04-17 00:00:00 UTC,41.35,10.0,11.0,22.05,0.065,
2014-05-10 00:00:00 UTC,64.25,4.9,7.1999999999999993,30.5,0.03,
2014-05-13 00:00:00 UTC,64.75,9.95,8.1,21.95,0.0,
2014-05-14 00:00:00 UTC,56.05,9.8,7.05,16.05,0.0,
2014-05-17 00:00:00 UTC,62.1,8.75,10.3,31.6,1.405,
2014-07-14 00:00:00 UTC,76.35,9.6499999999999986,7.25,26.0,0.31,
2014-08-20 00:00:00 UTC,74.4,10.0,5.3000000000000007,17.1,0.0,
2014-09-15 00:00:00 UTC,63.45,10.0,6.55,,0.0,
2014-10-21 00:00:00 UTC,59.6,10.0,6.0,19.05,0.0,
2014-11-05 00:00:00 UTC,59.95,10.0,9.05,22.45,0.0,
2014-01-19 00:00:00 UTC,30.15,10.0,12.8,24.6,0.195,
2014-01-29 00:00:00 UTC,18.6,8.4,8.5,23.05,0.05,1.2
2014-02-21 00:00:00 UTC,38.5,2.55,8.3999999999999986,27.95,0.025,2.55
2014-04-26 00:00:00 UTC,51.95,8.75,8.6499999999999986,17.95,0.695,
2014-06-16 00:00:00 UTC,72.05,10.0,5.85,,0.0,
2014-07-27 00:00:00 UTC,76.7,10.0,9.4,20.0,0.045,
2014-08-25 00:00:00 UTC,74.9,10.0,3.95,,0.0,
2014-09-13 00:00:00 UTC,65.35,9.5,10.15,22.55,0.0,
2014-12-21 00:00:00 UTC,34.0,9.65,5.5,,0.0,
2014-12-24 00:00:00 UTC,46.85,1.2000000000000002,7.6,26.0,0.10500000000000001,
2010-04-06 00:00:00 UTC,60.349999999999994,9.05,4.75,,0.0,
2010-06-30 00:00:00 UTC,73.15,10.0,11.25,21.5,0.0,
2010-11-19 00:00:00 UTC,46.5,10.0,11.2,21.0,0.005,
2010-12-22 00:00:00 UTC,33.95,10.0,12.75,22.45,0.0,
2010-03-28 00:00:00 UTC,40.6,9.75,10.95,25.45,0.0,
2010-04-09 00:00:00 UTC,57.5,9.0,11.0,25.0,0.30000000000000004,
2010-04-12 00:00:00 UTC,59.95,10.0,7.95,19.4,0.0,
2010-08-27 00:00:00 UTC,71.449999999999989,10.0,9.05,19.5,0.0,
2010-04-14 00:00:00 UTC,53.349999999999994,9.9,6.15,,0.0,
2010-07-05 00:00:00 UTC,87.15,10.0,6.35,19.0,0.0,
2010-09-23 00:00:00 UTC,72.699999999999989,9.7,7.1999999999999993,28.55,0.28,
2010-10-23 00:00:00 UTC,53.85,10.0,9.4,19.0,0.0,
2010-03-19 00:00:00 UTC,54.65,9.95,4.65,19.0,0.0,
2010-12-10 00:00:00 UTC,27.35,10.0,5.9,,0.0,
2010-08-03 00:00:00 UTC,76.9,10.0,11.7,24.45,0.0,
2010-09-28 00:00:00 UTC,72.85,9.1,13.55,27.95,0.91,
2010-05-13 00:00:00 UTC,53.45,10.0,7.35,,0.05,
2010-03-27 00:00:00 UTC,35.3,10.0,10.0,20.5,0.075000000000000011,
2010-05-22 00:00:00 UTC,63.3,9.5,7.25,,0.0,
2009-01-16 00:00:00 UTC,15.7,10.0,12.2,21.0,0.035,1.2
2009-01-20 00:00:00 UTC,26.45,9.25,9.4,21.45,0.065,2.55
2009-06-24 00:00:00 UTC,69.95,8.75,5.25,,0.16,
2009-08-27 00:00:00 UTC,74.2,9.9,7.85,17.1,0.01,
2009-11-01 00:00:00 UTC,57.05,9.7,9.85,24.0,0.10500000000000001,
2009-11-11 00:00:00 UTC,55.650000000000006,10.0,11.850000000000001,24.0,0.0,
2009-03-15 00:00:00 UTC,44.650000000000006,9.0,5.25,,0.0,
2009-05-03 00:00:00 UTC,55.400000000000006,7.35,5.25,,0.04,
2009-09-29 00:00:00 UTC,63.1,9.8500000000000014,13.2,28.45,0.365,
2009-10-12 00:00:00 UTC,51.15,10.0,6.6,17.1,0.0,
2009-08-08 00:00:00 UTC,72.0,10.0,6.75,14.0,0.0,
2009-10-15 00:00:00 UTC,46.05,8.8,10.65,24.0,0.0,
2009-07-18 00:00:00 UTC,76.7,7.1499999999999995,9.4,23.05,0.025,
2009-09-07 00:00:00 UTC,66.35,10.0,8.1,18.1,0.0,
2009-09-17 00:00:00 UTC,61.75,10.0,10.899999999999999,20.0,0.04,
2009-07-14 00:00:00 UTC,72.65,10.0,8.25,24.0,0.0,
2009-11-15 00:00:00 UTC,57.849999999999994,5.85,6.6,,0.325,
2009-11-26 00:00:00 UTC,51.7,6.3000000000000007,3.8,,0.015,
2009-12-25 00:00:00 UTC,35.599999999999994,10.0,8.15,19.0,0.0,4.95
2009-10-08 00:00:00 UTC,59.5,10.0,14.1,31.95,0.0,
2009-09-05 00:00:00 UTC,76.3,10.0,5.35,,0.0,
2009-12-01 00:00:00 UTC,42.3,10.0,12.45,23.5,0.175,
2009-01-06 00:00:00 UTC,35.900000000000006,10.0,7.85,20.0,0.0,
2009-05-10 00:00:00 UTC,66.5,10.0,15.4,31.0,0.0,
2009-11-19 00:00:00 UTC,51.25,8.95,7.5,18.1,0.0,
2009-04-20 00:00:00 UTC,46.65,8.8,13.75,34.0,0.0,
2009-10-24 00:00:00 UTC,60.8,6.75,14.450000000000001,27.5,0.45,
2009-02-08 00:00:00 UTC,48.2,10.0,12.65,28.45,0.0,1.2
2009-05-01 00:00:00 UTC,58.7,4.7,8.85,24.1,0.035,
2009-08-19 00:00:00 UTC,80.449999999999989,9.9,8.2,40.0,0.18,
2009-05-22 00:00:00 UTC,69.75,10.0,9.05,18.1,0.0,
2009-07-11 00:00:00 UTC,69.5,10.0,9.1000000000000014,26.55,0.0,
2009-10-16 00:00:00 UTC,42.9,9.05,13.600000000000001,25.1,0.685,
2009-03-18 00:00:00 UTC,44.8,10.0,9.1000000000000014,23.05,0.0,
2009-07-28 00:00:00 UTC,77.95,9.6,7.0,19.5,0.455,
2009-09-08 00:00:00 UTC,68.05,10.0,4.6999999999999993,,0.0,
2009-01-19 00:00:00 UTC,29.55,4.15,3.7,,0.18,2.95
2009-02-18 00:00:00 UTC,35.5,9.15,9.25,29.05,0.0,
2009-04-07 00:00:00 UTC,45.2,9.15,13.55,23.5,0.665,
2009-11-08 00:00:00 UTC,54.6,9.95,6.35,,0.0,
2009-01-08 00:00:00 UTC,37.65,9.7,17.8,38.45,0.82000000000000006,
2009-02-11 00:00:00 UTC,46.9,8.6,4.2,,0.0,
2009-05-15 00:00:00 UTC,63.05,7.8999999999999995,7.35,18.1,0.12000000000000001,
2009-08-16 00:00:00 UTC,79.7,9.3999999999999986,6.45,22.9,0.0,
2009-10-09 00:00:00 UTC,64.0,10.0,6.75,20.95,0.0,
2009-11-18 00:00:00 UTC,47.7,10.0,7.3,,0.0,
2009-05-31 00:00:00 UTC,69.75,10.0,8.75,22.45,0.0,
2009-11-07 00:00:00 UTC,43.55,10.0,6.35,,0.0,
2009-12-30 00:00:00 UTC,23.45,10.0,10.55,32.05,0.0,
2009-04-18 00:00:00 UTC,64.0,10.0,9.4,19.0,0.0,
2009-08-21 00:00:00 UTC,81.45,9.25,10.55,29.5,0.0,
2009-02-01 00:00:00 UTC,34.85,10.0,10.899999999999999,21.0,0.0,
2009-06-22 00:00:00 UTC,69.75,9.55,10.850000000000001,22.45,0.30000000000000004,
2009-12-02 00:00:00 UTC,46.099999999999994,10.0,5.95,18.1,0.0,
2009-10-30 00:00:00 UTC,53.75,10.0,6.5,17.1,0.0,
2009-01-05 00:00:00 UTC,41.15,9.95,8.6000000000000014,19.0,0.005,
2009-10-06 00:00:00 UTC,59.75,10.0,8.85,19.0,0.0,
2009-03-02 00:00:00 UTC,25.35,3.65,17.0,37.95,0.275,6.5
2009-08-12 00:00:00 UTC,77.55,10.0,7.3,,0.0,
2011-04-05 00:00:00 UTC,50.15,7.65,15.4,32.55,0.09,
2011-10-12 00:00:00 UTC,61.849999999999994,10.0,10.45,22.45,0.0,
2011-11-09 00:00:00 UTC,54.5,7.45,4.0,18.1,0.0,
2011-02-03 00:00:00 UTC,32.3,9.95,14.7,29.05,0.225,7.8500000000000005
2011-02-04 00:00:00 UTC,29.200000000000003,10.0,9.1,20.0,0.0,7.5
2011-03-09 00:00:00 UTC,36.95,10.0,10.3,28.45,0.0,
2011-08-27 00:00:00 UTC,75.35,8.15,6.8000000000000007,22.9,0.0,
2011-06-30 00:00:00 UTC,74.4,10.0,10.25,25.45,0.0,
2011-04-08 00:00:00 UTC,43.55,9.5,5.6,,0.005,
2011-05-05 00:00:00 UTC,54.5,10.0,15.05,29.4,0.54,
2011-09-19 00:00:00 UTC,60.099999999999994,10.0,7.0,,0.0,
2011-11-21 00:00:00 UTC,54.5,9.6,7.0,,0.11499999999999999,
2011-02-05 00:00:00 UTC,33.5,6.45,6.25,,0.0,6.5
2011-08-11 00:00:00 UTC,77.45,10.0,9.15,18.05,0.0,
2011-12-15 00:00:00 UTC,49.95,9.95,10.8,28.1,0.0,
2011-02-22 00:00:00 UTC,24.9,10.0,12.899999999999999,24.95,0.055,1.6
2011-10-30 00:00:00 UTC,39.05,8.15,14.1,26.05,1.8050000000000002,1.2
2011-12-11 00:00:00 UTC,34.3,10.0,7.05,19.05,0.0,
2011-06-05 00:00:00 UTC,62.3,10.0,8.0,18.1,0.0,
2011-01-26 00:00:00 UTC,31.8,5.05,7.65,27.5,0.025,5.5
2011-03-16 00:00:00 UTC,43.25,8.0,8.5,19.0,0.425,
2011-07-26 00:00:00 UTC,76.5,9.95,6.4499999999999993,20.5,0.16,
2011-10-26 00:00:00 UTC,55.650000000000006,10.0,5.15,,0.0,
2011-11-04 00:00:00 UTC,50.8,9.95,10.100000000000001,26.55,0.0,
2011-06-19 00:00:00 UTC,74.9,10.0,4.95,15.0,0.0,
2011-09-27 00:00:00 UTC,71.3,6.2,4.75,,0.0,
2011-03-04 00:00:00 UTC,31.95,10.0,8.05,21.95,0.0,
2011-11-14 00:00:00 UTC,57.65,10.0,8.6,17.1,0.0,
2011-02-08 00:00:00 UTC,37.5,7.05,12.2,37.0,0.21000000000000002,1.6
2011-12-21 00:00:00 UTC,47.099999999999994,7.85,6.3,22.0,0.015,
2011-09-06 00:00:00 UTC,66.15,8.1,12.0,26.05,0.29000000000000004,
2016-05-20 00:00:00 UTC,62.900000000000006,10.0,5.7,17.1,0.0,
2016-04-12 00:00:00 UTC,52.650000000000006,9.1000000000000014,13.899999999999999,27.5,0.025,
2016-10-25 00:00:00 UTC,50.75,10.0,14.65,28.9,0.0,
2016-12-13 00:00:00 UTC,41.5,10.0,8.8,20.0,0.07,
2010-06-25 00:00:00 UTC,80.300000000000011,10.0,8.55,15.0,0.025,
2010-09-20 00:00:00 UTC,68.699999999999989,10.0,11.05,22.45,0.0,
2010-11-16 00:00:00 UTC,54.0,7.35,5.85,22.0,0.075000000000000011,
2016-10-08 00:00:00 UTC,63.650000000000006,9.75,4.95,,0.0,
2010-08-22 00:00:00 UTC,76.9,7.9,10.15,28.0,0.01,
2010-08-31 00:00:00 UTC,84.7,9.95,4.85,16.55,0.0,
2010-07-01 00:00:00 UTC,71.75,10.0,11.25,24.1,0.0,
2010-07-24 00:00:00 UTC,88.1,9.0,9.15,39.05,0.645,
2010-11-28 00:00:00 UTC,41.15,10.0,9.6000000000000014,26.05,0.0,
2011-08-02 00:00:00 UTC,81.199999999999989,10.0,8.2,24.0,0.0,
2011-07-09 00:00:00 UTC,77.1,8.9,7.8999999999999995,18.55,0.5,
2011-01-29 00:00:00 UTC,32.7,7.9499999999999993,6.8000000000000007,17.1,0.005,10.45
2011-04-07 00:00:00 UTC,44.1,9.8,7.55,,0.084999999999999992,
2011-08-09 00:00:00 UTC,77.1,8.9,7.1,17.95,0.0,
2011-10-28 00:00:00 UTC,42.5,9.95,10.100000000000001,26.55,0.48,
2011-09-14 00:00:00 UTC,75.7,9.45,8.6000000000000014,17.0,0.0,
2011-01-07 00:00:00 UTC,32.05,7.0,5.9,17.1,0.0,1.2
